index,original,transformed,tokens
11546,Iko Midwest Inc.,iko midwest,"['iko', 'midwest']"
5709,Iko Pacific Inc.,iko pacific,"['iko', 'pacific']"
6811,Iko Production Inc.,iko production,"['iko', 'production']"
2168,iko sales,iko sales,"['iko', 'sales']"
409348,IKO SAS,iko sas,"['iko', 'sas']"
57,IKO SLOVAKIA,iko slovakia,"['iko', 'slovakia']"
5340,Iko Southeast Inc.,iko southeast,"['iko', 'southeast']"
179,Ilg,ilg,['ilg']
31758,Ill Us Lima Tol Ashland Inc.,ill us lima tol ashland,"['ill', 'us', 'lima', 'tol', 'ashland']"
749,Ilpea S. De R.L. De C.V.,ilpea de de,"['ilpea', 'de', 'de']"
4785,Ilpea Industries Inc.,ilpea industries,"['ilpea', 'industries']"
45542,Ilpeasa De Cv,ilpeasa de cv,"['ilpeasa', 'de', 'cv']"
1752,"Ilshin Spinning Co., Ltd.",ilshin spinning,"['ilshin', 'spinning']"
26087,"Ilshin Vietnam Co., Ltd.",ilshin vietnam,"['ilshin', 'vietnam']"
26591,Im Link Corp.,im link,"['im', 'link']"
3865,"Image Labels Pvt., Ltd.",image labels,"['image', 'labels']"
20210,Ima's Imp. Usa Llc,imas usa llc,"['imas', 'usa', 'llc']"
13798,Imc Compound Sa De Cv,imc compound sa de cv,"['imc', 'compound', 'sa', 'de', 'cv']"
2737,Imc Global Solutions Llc,imc global solutions llc,"['imc', 'global', 'solutions', 'llc']"
16330,Imc Outdoor Living,imc outdoor living,"['imc', 'outdoor', 'living']"
15561,Imerys Usa Inc.,imerys usa,"['imerys', 'usa']"
222,Imes P Corp,imes corp,"['imes', 'corp']"
31709,Immortal Service Inc.,immortal service,"['immortal', 'service']"
1649,Impact International Inc.,impact international,"['impact', 'international']"
89,Impact Prowear,impact prowear,"['impact', 'prowear']"
13689,Impact Rugby,impact rugby,"['impact', 'rugby']"
10263,Impact Rugbywear,impact rugbywear,"['impact', 'rugbywear']"
1246,IMPER,imper,['imper']
1894,Imper Sa,imper sa,"['imper', 'sa']"
3075,IMPERALUM,imperalum,['imperalum']
709,"Imperalum - Sociedade Comercial De Revestimentos E ImpermeabilizaCOes, S.A.",imperalum sociedade comercial de revestimentos impermeabilizacoes,"['imperalum', 'sociedade', 'comercial', 'de', 'revestimentos', 'impermeabilizacoes']"
243,"Imperalum - Sociedade Comercial de Revestimentos e Impermeabilizações, S.A.",imperalum sociedade comercial de revestimentos impermeabilizações,"['imperalum', 'sociedade', 'comercial', 'de', 'revestimentos', 'impermeabilizações']"
873,Imperial Auto Industries Corp.,imperial auto industries,"['imperial', 'auto', 'industries']"
76070,Imperial Auto Usa Coporation,imperial auto usa coporation,"['imperial', 'auto', 'usa', 'coporation']"
3700,Imperial Rubber & Synthetic Products,imperial rubber synthetic products,"['imperial', 'rubber', 'synthetic', 'products']"
31680,Imperial Supplies Llc,imperial supplies llc,"['imperial', 'supplies', 'llc']"
545,Imperial Trading Plc,imperial trading plc,"['imperial', 'trading', 'plc']"
537,"Imperial Water Proofing Industries Pvt., Ltd.",imperial water proofing industries,"['imperial', 'water', 'proofing', 'industries']"
9213,Impex Gls Inc.,impex gls,"['impex', 'gls']"
44607,Impexa Aussenhandels Gmb H,impexa aussenhandels gmb,"['impexa', 'aussenhandels', 'gmb']"
823,Impexa Aussenhandels/Gmbh,impexa aussenhandelsgmbh,"['impexa', 'aussenhandelsgmbh']"
15526,Implementos Y Herramientas S A Ihersa,implementos herramientas ihersa,"['implementos', 'herramientas', 'ihersa']"
3447,Implus Corp.,implus,['implus']
27289,Implus Australia (Pty) Ltd.,implus australia,"['implus', 'australia']"
15597,Impofer Importadora De Ferreteria L,impofer importadora de ferreteria,"['impofer', 'importadora', 'de', 'ferreteria']"
13201,Imporient Chemicals (Pvt) Ltd.,imporient chemicals,"['imporient', 'chemicals']"
51098,Imporquim Sa,imporquim sa,"['imporquim', 'sa']"
15984,H B Co. Importacao Exportacao E Comercio Ltda,importacao exportacao comercio ltda,"['importacao', 'exportacao', 'comercio', 'ltda']"
1065,Importaciones Black Y White Srl .,importaciones black white srl,"['importaciones', 'black', 'white', 'srl']"
7378,Importaciones Dinamicas Europeas S.A. De C.V.,importaciones dinamicas europeas de,"['importaciones', 'dinamicas', 'europeas', 'de']"
381,Importaciones Y Distribuciones,importaciones distribuciones,"['importaciones', 'distribuciones']"
9000,Importaciones Exportaciones,importaciones exportaciones,"['importaciones', 'exportaciones']"
3057,Importaciones Frontera Tamaulipas S De Rl Mi,importaciones frontera tamaulipas de rl mi,"['importaciones', 'frontera', 'tamaulipas', 'de', 'rl', 'mi']"
15434,Importaciones Y Representaciones Medico,importaciones representaciones medico,"['importaciones', 'representaciones', 'medico']"
3372,Importaciones Y Soluciones Industriales Sas,importaciones soluciones industriales sas,"['importaciones', 'soluciones', 'industriales', 'sas']"
4548,Importadora Amazon Mexico S De R.L. De Cv,importadora amazon mexico de de cv,"['importadora', 'amazon', 'mexico', 'de', 'de', 'cv']"
2701,Importadora Y Comercializadora Rampa Sa De Cv,importadora comercializadora rampa sa de cv,"['importadora', 'comercializadora', 'rampa', 'sa', 'de', 'cv']"
1289,Importadora Y Distribuidora De Colombia Ltda Imdicol Ltda,importadora distribuidora de colombia ltda imdicol ltda,"['importadora', 'distribuidora', 'de', 'colombia', 'ltda', 'imdicol', 'ltda']"
1232,Importadora Y Exportadora Comex,importadora exportadora comex,"['importadora', 'exportadora', 'comex']"
4429,Importadora General Del Norte C.A.,importadora general del norte,"['importadora', 'general', 'del', 'norte']"
19514,Importadora Gonzalez Supplies S A,importadora gonzalez supplies,"['importadora', 'gonzalez', 'supplies']"
16590,Importadora Muuk Ltda,importadora muuk ltda,"['importadora', 'muuk', 'ltda']"
17661,Importadora Panama S.A.,importadora panama,"['importadora', 'panama']"
10794,Importadora Quality Services C.A.,importadora quality services,"['importadora', 'quality', 'services']"
12917,Importadora Rita C.A.,importadora rita,"['importadora', 'rita']"
78880,Importadora Sea Blue S.A.,importadora sea blue,"['importadora', 'sea', 'blue']"
13452,Importadora Serna Macia S A,importadora serna macia,"['importadora', 'serna', 'macia']"
4626,Importadora Velmarq Sa De Cv,importadora velmarq sa de cv,"['importadora', 'velmarq', 'sa', 'de', 'cv']"
6269,Importarex S.A.S,importarex,['importarex']
942,Importer Of Record A&V Seafood Investments Llc,importer of record av seafood investments llc,"['importer', 'of', 'record', 'av', 'seafood', 'investments', 'llc']"
11197,Importer Of Record Imerys,importer of record imerys,"['importer', 'of', 'record', 'imerys']"
21341,Impresora Coyoacan Sa De Cv,impresora coyoacan sa de cv,"['impresora', 'coyoacan', 'sa', 'de', 'cv']"
1232,Impresora Y Editorial Sa Cv,impresora editorial sa cv,"['impresora', 'editorial', 'sa', 'cv']"
56541,Impressive Textile Mills Ltd.,impressive textile mills,"['impressive', 'textile', 'mills']"
11173,Improbel Sociedad Anonima,improbel sociedad anonima,"['improbel', 'sociedad', 'anonima']"
231,Impulse Wave General Trading,impulse wave general trading,"['impulse', 'wave', 'general', 'trading']"
45693,Impulso Al Crecimiento Sa De Cv,impulso al crecimiento sa de cv,"['impulso', 'al', 'crecimiento', 'sa', 'de', 'cv']"
15799,Impy Exp. Rehman Trading Ltda,impy rehman trading ltda,"['impy', 'rehman', 'trading', 'ltda']"
8964,Imran Dyeings,imran dyeings,"['imran', 'dyeings']"
26443,Imran Exp. House,imran house,"['imran', 'house']"
6899,Imran International Linkers.,imran international,"['imran', 'international']"
25361,Imran Machinery Store,imran machinery store,"['imran', 'machinery', 'store']"
24403,Imres B.V.,imres,['imres']
23146,Imtech Rubber Products,imtech rubber products,"['imtech', 'rubber', 'products']"
15843,In3 Gredients,in gredients,"['in', 'gredients']"
58729,In3 Gredients Inc. 30 N Michigan Av,in gredients michigan av,"['in', 'gredients', 'michigan', 'av']"
1480,In Quest Technology Inc.,in quest technology,"['in', 'quest', 'technology']"
5116,In Time Logistica Eireli Epp,in time logistica eireli epp,"['in', 'time', 'logistica', 'eireli', 'epp']"
681,In To Parts And Accessories,in to parts and accessories,"['in', 'to', 'parts', 'and', 'accessories']"
15971,Ina Micro Opto Corp,ina micro opto corp,"['ina', 'micro', 'opto', 'corp']"
191882,"Inabata & Co., Ltd.",inabata,['inabata']
350,Inabata America Corporation,inabata america,"['inabata', 'america']"
4477,Inabata India Private Ltd.,inabata india private,"['inabata', 'india', 'private']"
27095,Inabata Mexico Sa De Cv,inabata mexico sa de cv,"['inabata', 'mexico', 'sa', 'de', 'cv']"
5621,"Inabata Thai Co., Ltd.",inabata thai,"['inabata', 'thai']"
2002,Inarco Private Ltd.,inarco private,"['inarco', 'private']"
10292,Incap S A,incap,['incap']
8697,Incap Sa,incap sa,"['incap', 'sa']"
14237,Incap S.A. Cra. 72 No. 62 27 Sur,incap sur,"['incap', 'sur']"
78359,Imp. Incharge,incharge,['incharge']
19059,Incolbestos S.A,incolbestos,['incolbestos']
20127,Incolbestos Sa,incolbestos sa,"['incolbestos', 'sa']"
1262,365 Incorprated,incorprated,['incorprated']
48763,Ind Coat Footwear,ind coat footwear,"['ind', 'coat', 'footwear']"
2711,Indaco Sp A,indaco sp,"['indaco', 'sp']"
3589,Indag Rubber Ltd.,indag rubber,"['indag', 'rubber']"
14612,Indage Intenational Llc,indage intenational llc,"['indage', 'intenational', 'llc']"
1601,Indage International Llc.,indage international,"['indage', 'international']"
84,Indage International Llc,indage international llc,"['indage', 'international', 'llc']"
8505,Inddian Oil Corporation Ltd.,inddian oil,"['inddian', 'oil']"
29718,Indeka Imports Ltd.,indeka imports,"['indeka', 'imports']"
6225,Indelat Eva Sociedad Anonima Cerrada I,indelat eva sociedad anonima cerrada,"['indelat', 'eva', 'sociedad', 'anonima', 'cerrada']"
2464,Indelat Sac,indelat sac,"['indelat', 'sac']"
9678,Indelpro S A De C V,indelpro de,"['indelpro', 'de']"
169,INDEX (SIKA GROUP),index,['index']
1212,D India,india,['india']
14099,H.B.Fuller India Adhesives Private Ltd.,india adhesives private,"['india', 'adhesives', 'private']"
24846,India Glycols Ltd.,india glycols,"['india', 'glycols']"
8968,India In Style Ltd.,india in style,"['india', 'in', 'style']"
21875,"India Kawasaki Motors Pvt., Ltd.",india kawasaki motors,"['india', 'kawasaki', 'motors']"
7431,India Liner,india liner,"['india', 'liner']"
67394,India Maritime Agency Llc,india maritime agency llc,"['india', 'maritime', 'agency', 'llc']"
4995,K H Exp. India Private Ltd.,india private,"['india', 'private']"
113,"A.G. India Retail Pvt., Ltd.",india retail,"['india', 'retail']"
41644,India Sari Palace Inc.,india sari palace,"['india', 'sari', 'palace']"
16402,India Thermoplastics Engineers,india thermoplastics engineers,"['india', 'thermoplastics', 'engineers']"
2137,Indian Cork Industries,indian cork industries,"['indian', 'cork', 'industries']"
6580,Indian Institute Of Technology,indian institute of technology,"['indian', 'institute', 'of', 'technology']"
33914,Indian Mountaineering Foundation,indian mountaineering foundation,"['indian', 'mountaineering', 'foundation']"
34605,Indian Overseas Bank,indian overseas bank,"['indian', 'overseas', 'bank']"
1591,Indian Oxides And Chemicals Private Ltd.,indian oxides and chemicals private,"['indian', 'oxides', 'and', 'chemicals', 'private']"
3593,Indian Rubber Manufacturers Research Association,indian rubber manufacturers research association,"['indian', 'rubber', 'manufacturers', 'research', 'association']"
8632,Indian Synthetic Rubber Ltd.,indian synthetic rubber,"['indian', 'synthetic', 'rubber']"
5176,Indian Synthetic Rubber Ltd,indian synthetic rubber ltd,"['indian', 'synthetic', 'rubber', 'ltd']"
6231,Indian Synthetic Rubber Private Ltd.,indian synthetic rubber private,"['indian', 'synthetic', 'rubber', 'private']"
72488,Indian Writing Instruments (P) Ltd.,indian writing instruments,"['indian', 'writing', 'instruments']"
32123,Indiana Artefatos De Borrachas Ltda,indiana artefatos de borrachas ltda,"['indiana', 'artefatos', 'de', 'borrachas', 'ltda']"
8488,"Indica Industries Pvt., Ltd.",indica industries,"['indica', 'industries']"
9392,Indigo Textile Egypt,indigo textile egypt,"['indigo', 'textile', 'egypt']"
15179,"Indisol Marketing Pvt., Ltd.",indisol marketing,"['indisol', 'marketing']"
25030,Inditex Trent Retail,inditex trent retail,"['inditex', 'trent', 'retail']"
6101,Inditex Trent Retail India Pvt.,inditex trent retail india,"['inditex', 'trent', 'retail', 'india']"
2975,Inditex Trent Retail India Private Ltd.,inditex trent retail india private,"['inditex', 'trent', 'retail', 'india', 'private']"
7849,Indl De Cuautitlan Sa Cv,indl de cuautitlan sa cv,"['indl', 'de', 'cuautitlan', 'sa', 'cv']"
9045,Indo Cool Composites Private Ltd.,indo cool composites private,"['indo', 'cool', 'composites', 'private']"
7687,Indo Copters Private Ltd.,indo copters private,"['indo', 'copters', 'private']"
19407,Indo Gulf,indo gulf,"['indo', 'gulf']"
21667,Indo Japan Polymers Private Ltd.,indo japan polymers private,"['indo', 'japan', 'polymers', 'private']"
28467,Indo Phil Acrylic Mfg. Corporation,indo phil acrylic,"['indo', 'phil', 'acrylic']"
2663,Indo Phil Cotton Mills Inc.,indo phil cotton mills,"['indo', 'phil', 'cotton', 'mills']"
5581,Indo Phil Textile Mills Inc.,indo phil textile mills,"['indo', 'phil', 'textile', 'mills']"
34098,Indo Rama Synthetics (India) Ltd.,indo rama synthetics,"['indo', 'rama', 'synthetics']"
16496,Pt. Indo Raya Energi,indo raya energi,"['indo', 'raya', 'energi']"
4023,"Indo Thai Synthetics Co., Ltd.",indo thai synthetics,"['indo', 'thai', 'synthetics']"
22685,"Indocean Developers Pvt., Ltd.",indocean developers,"['indocean', 'developers']"
1898,Indokarya Tetap Cermerlang Pt,indokarya tetap cermerlang pt,"['indokarya', 'tetap', 'cermerlang', 'pt']"
23836,Indonesia Asian Games Organizing Co.,indonesia asian games organizing,"['indonesia', 'asian', 'games', 'organizing']"
38121,Indophil Acrylic Mfg. Corp,indophil acrylic corp,"['indophil', 'acrylic', 'corp']"
45679,Indorama Holdings Ltd.,indorama holdings,"['indorama', 'holdings']"
7780,Indorama Iplik San Ve Tic A.S.,indorama iplik san ve tic,"['indorama', 'iplik', 'san', 've', 'tic']"
68,Indorama Polyester Industries Publi,indorama polyester industries publi,"['indorama', 'polyester', 'industries', 'publi']"
2242,Indorama Ventures Corlu Pet Sanayi,indorama ventures corlu pet sanayi,"['indorama', 'ventures', 'corlu', 'pet', 'sanayi']"
368,Indorub Industries,indorub industries,"['indorub', 'industries']"
17616,Indra Motor Spares (Pvt) Ltd.,indra motor spares,"['indra', 'motor', 'spares']"
12733,Indroyal Crafts Private Ltd.,indroyal crafts private,"['indroyal', 'crafts', 'private']"
5908,Indulatex S A,indulatex,['indulatex']
82653,Indulatex Ltda En Reestructuracion,indulatex ltda en reestructuracion,"['indulatex', 'ltda', 'en', 'reestructuracion']"
44893,Indumark S.A.,indumark,['indumark']
2913,Indupro Llc,indupro llc,"['indupro', 'llc']"
3919,"Indus Dyeing And Mfg. Co., Ltd.",indus dyeing and,"['indus', 'dyeing', 'and']"
1240,Indus Pencil Industries (Private) Ltd.,indus pencil industries,"['indus', 'pencil', 'industries']"
1048,"Indus ""Rti"" Llc",indus rti llc,"['indus', 'rti', 'llc']"
24106,Indushankar Chini Udyog Ltd.,indushankar chini udyog,"['indushankar', 'chini', 'udyog']"
4543,Industiral Trading Contracting,industiral trading contracting,"['industiral', 'trading', 'contracting']"
1559,Industria Brasileira De Baloes Sa,industria brasileira de baloes sa,"['industria', 'brasileira', 'de', 'baloes', 'sa']"
12507,Industria Campin Sas,industria campin sas,"['industria', 'campin', 'sas']"
4902,Industria Colombiana De Asfaltos S.A.,industria colombiana de asfaltos,"['industria', 'colombiana', 'de', 'asfaltos']"
5641,Industria & Comercio De Meias Elasticas Realtex Ltda,industria comercio de meias elasticas realtex ltda,"['industria', 'comercio', 'de', 'meias', 'elasticas', 'realtex', 'ltda']"
679,M Industria S.A De C.V.,industria de,"['industria', 'de']"
7500,Industria De Conjunto Mecanicos Aco,industria de conjunto mecanicos aco,"['industria', 'de', 'conjunto', 'mecanicos', 'aco']"
3391,Industria Mecanica Vogt S.A.,industria mecanica vogt,"['industria', 'mecanica', 'vogt']"
25852,Industria Quimica Anastacio S.A.,industria quimica anastacio,"['industria', 'quimica', 'anastacio']"
13582,Industria Quimica Anastacio Sa,industria quimica anastacio sa,"['industria', 'quimica', 'anastacio', 'sa']"
14628,Industria Quimica Una Ltda,industria quimica una ltda,"['industria', 'quimica', 'una', 'ltda']"
907,Industria Satecol S.A.,industria satecol,"['industria', 'satecol']"
387,Industria Servimetal Sa De Cv,industria servimetal sa de cv,"['industria', 'servimetal', 'sa', 'de', 'cv']"
8258,Industrial Clothing Ltd.,industrial clothing,"['industrial', 'clothing']"
9446,Industrial Clothings (Pvt) Ltd.,industrial clothings,"['industrial', 'clothings']"
2194,Industrial Y Comercial Rio Bravo Sa De Cv,industrial comercial rio bravo sa de cv,"['industrial', 'comercial', 'rio', 'bravo', 'sa', 'de', 'cv']"
5783,L M B Industrial Eirl,industrial eirl,"['industrial', 'eirl']"
1619,Industrial El Sol S.A.C.,industrial el sol,"['industrial', 'el', 'sol']"
133525,"Industrial Gasket Company, Inc.",industrial gasket company,"['industrial', 'gasket', 'company']"
14172,Industrial International Services Sa De Cv,industrial international services sa de cv,"['industrial', 'international', 'services', 'sa', 'de', 'cv']"
922,Industrial Levorin Sa,industrial levorin sa,"['industrial', 'levorin', 'sa']"
10672,Industrial Organics (Pty) Ltd.,industrial organics,"['industrial', 'organics']"
849,Industrial Panda S.A.C,industrial panda,"['industrial', 'panda']"
1717,Industrial PeÑa Ballessa De Cv,industrial peña ballessa de cv,"['industrial', 'peña', 'ballessa', 'de', 'cv']"
454854,"Industrial Products, LLC",industrial products llc,"['industrial', 'products', 'llc']"
3733,Industrial Roller Corporation,industrial roller,"['industrial', 'roller']"
5214,"Industrial Rubber Products Pvt., Ltd.",industrial rubber products,"['industrial', 'rubber', 'products']"
3312,Industrial Trade Co. Llp,industrial trade llp,"['industrial', 'trade', 'llp']"
7355,Industrial Vallera De Mexicali Sa De Cv,industrial vallera de mexicali sa de cv,"['industrial', 'vallera', 'de', 'mexicali', 'sa', 'de', 'cv']"
9623,Industrias Alimenticias Fabp S.A.,industrias alimenticias fabp,"['industrias', 'alimenticias', 'fabp']"
2103,Industrias Bell Power Ca,industrias bell power ca,"['industrias', 'bell', 'power', 'ca']"
69,Industrias Cadi S.A.,industrias cadi,"['industrias', 'cadi']"
2586,Industrias Cadile Srl,industrias cadile srl,"['industrias', 'cadile', 'srl']"
5949,Industrias Catalik De Mexico,industrias catalik de mexico,"['industrias', 'catalik', 'de', 'mexico']"
14854,Industrias Catalik De Mexico Sa De Cv,industrias catalik de mexico sa de cv,"['industrias', 'catalik', 'de', 'mexico', 'sa', 'de', 'cv']"
1188,Industrias Cazel S De Rl De Cv,industrias cazel de rl de cv,"['industrias', 'cazel', 'de', 'rl', 'de', 'cv']"
11201,Industrias Celta Limitada,industrias celta limitada,"['industrias', 'celta', 'limitada']"
3246,Industrias Cosal Cedis Mexico,industrias cosal cedis mexico,"['industrias', 'cosal', 'cedis', 'mexico']"
